"data_pesquisa,id_empresa,rede,endereco_completo,codigo_categoria,id_produto,descricao,preco_regular,preco_atacado,preco_atacado_qtd,preco_promocao,preco_fidelidade"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7891150064331,SABÃO EM PÓ LAVAGEM PERFEITA CAIXA  -OMO -1.6 KG,32.90,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7891527069365,POSTA DE TILÁPIA CONGELADA -COPACOL -800 GR,24.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,6,7891528029498,CREME DENTAL TRIPLA LIMPEZA COMPLETA -SORRISO -70 GR,2.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7891910020096,ADOÇANTE EM PO  -UNIAO/FIT -500 GR,3.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891962015620,BOLINHO RECHEADO SABORES  -BAUDUCCO -40 GR,1.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891962035529,BISCOITO WAFER  -VISCONTI -120 GR,2.49,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7894000050720,MAIONESE LIGHT  -HELLMANNS -500 GR,11.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896022200244,MACARRÃO C/ OVOS NINHO 2  -RENATA -500 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896022200305,MACARRÃO C/ OVOS ALETRIA  -RENATA -500 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896038305193,MASSA ALIMENTÍCIA DE ARROZ PENA ZERO GLÚTEN  -URBANO -500 GR,4.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896038310197,MASSA ALIMENTÍCIA DE ARROZ PARAFUSO ZERO GLÚTEN  -URBANO -500 GR,4.59,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896058505450,BALA DE GOMA GOMETS MINHOCA SINO ANEL  -DORI -100 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896256600094,NATA  -TIROL -300 GR,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896256601275,MANTEIGA PRIMEIRA QUALIDADE COM SAL  -TIROL -200 GR,10.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896256603996,IOGURTE ZERO LACTOSE  -TIROL -830 GR,8.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896256604528,DOCE DE LEITE ZERO LACTOSE  -TIROL -350 GR,12.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275900953,PRESUNTO COZIDO FATIADO   -FRIMESA -200 GR,8.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275921101,BANHA SUÍNA USO CULINÁRIO -FRIMESA -450 GR,7.89,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896275960896,LEITE CONDENSADO  -FRIMESA -395 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275970406,QUEIJO PETIT SUISSE FRIMINHO -FRIMINHO -360 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275970789,IOGURTE POLPA BANDEJA MIX FRUTAS -FRIMESA -540 GR,6.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896275970857,DOCE DE LEITE  -FRIMESA -400 GR,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275981952,MANTEIGA EXTRA SEM SAL  -FRIMESA -200 GR,11.19,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896327512646,PO P/ BEBIDA  -APTI -25 GR,0.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896419431053,FARINHA DE TRIGO  -ANACONDA -5 KG,21.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896508200034,AÇÚCAR REFINADO  -ALTO ALEGRE -1 KG,3.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896619427009,LÂMPADA LED 07 WATTS  -EMPALUX -1 UN,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896619427580,LÂMPADA LED 09 WATTS  -EMPALUX -1 UN,9.89,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896009301131,ATUM RALADO -COQUEIRO -170 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896256605457,MANTEIGA PRIMEIRA QUALIDADE C/ SAL 0% LACTOSE  -TIROL -200 GR,13.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896894900013,AÇÚCAR REFINADO  -CARAVELAS -1 KG,3.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896894900037,AÇÚCAR REFINADO  -CARAVELAS -5 KG,21.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891079000205,MACARRÃO INSTANTÂNEO  -NISSIN -85 GR,2.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7894000050034,MAIONESE -HELLMANNS -500 GR,10.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7622210571601,PO P/ REFRESCO -TANG -18 GR,1.39,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7898918132059,MASSA PARA PASTEL ROLO -TRINDADE -1 KG,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,6,7891024172537,CONDICIONADOR -PALMOLIVE -350 ML,9.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,6,7891024035047,SABONETE ANTIBACTERIANO -PROTEX -85 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,6,7891024174210,SHAMPOO  -PALMOLIVE -350 ML,9.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896038306053,ARROZ PARBOILIZADO -URBANO -1 KG,4.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896038306039,ARROZ PARBOILIZADO -URBANO -5 KG,23.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896038321056,ARROZ POLIDO  -TIO URBANO -1 KG,5.29,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896038321032,ARROZ POLIDO  -TIO URBANO -5 KG,27.90,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891000325131,BOMBOM CHOCOLATE -NESTLE -251 GR,15.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896019112116,CAFE VÁCUO  -DAMASCO -500 GR,12.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891999970053,QUEIJO PARMESÃO RALADO -VIGOR -50 GR,6.59,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7898918132066,MASSA PARA PASTEL -TRINDADE -500 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275960193,REQUEIJÃO CREMOSO -FRIMESA -200 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7891022638004,DETERGENTE LÍQUIDO  -LIMPOL -500 ML,2.59,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7891035228100,LIMPA VIDROS C/ ÁLCOOL -VEJA -500 ML,13.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7891035210006,MULTIUSO ORIGINAL -VEJA -500 ML,8.88,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,4,7891962063874,PÃO BISNAGUINHA ORIGINAL -BAUDUCCO -260 GR,8.89,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,4,7891962051345,PÃO FATIADO INTEGRAL -VISCONTI -400 GR,7.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7622210592750,BISCOITO RECHEADO -TRAKINAS -126 GR,3.29,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896275960575,CREME DE LEITE -FRIMESA -200 GR,4.29,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7622300860059,GELATINA SORTIDA -ROYAL -25 GR,2.19,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896022200213,MACARRÃO C/ OVOS PENA -RENATA -500 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896354800068,LEITE PASTEURIZADO INTEGRAL  -LACTO BOM -1 LITRO,5.19,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7891097101717,BEBIDA LÁCTEA - Bandeja -BATAVO -540 GR,5.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7891999904805,LEITE FERMENTADO 06 unidades -VIGOR -450 GR,7.29,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896256602265,QUEIJO MUSSARELA Fatiado -TIROL -400 GR,23.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896256601824,LEITE SEMIDESNATADO ZERO LACTOSE  -TIROL -1 LITRO,4.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7898215152811,LEITE SEMIDESNATADO ZERO LACTOSE  -PIRACANJUBA -1 LITRO,5.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896022200282,MACARRÃO C/ OVOS ESPAGUETE  -RENATA -500 GR,4.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896404605506,AGUA SANITÁRIA - CLORO ATIVO  -GIRANDO SOL -5 LITRO,13.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896256604931,LEITE EM PO INTEGRAL INSTANTÂNEO  -TIROL -400 GR,13.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7896419438014,FARINHA DE TRIGO INTEGRAL -ANACONDA -1 KG,5.79,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896404605483,ÁGUA SANITÁRIA FRASCO VERDE -GIRANDO SOL -1 LITRO,4.15,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,4,7896438150270,PANETONE FRUTAS - PACOTE  -FESTTONE -400 GR,9.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,4,7897429363198,PÃO FATIADO INTEGRAL  -CHARLOTTE -400 GR,8.49,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891962052564,TORRADA -VISCONTI -120 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896404602345,ÁGUA SANITÁRIA FRASCO BRANCO -GIRANDO SOL -1 LITRO,4.15,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891000352175,ACHOCOLATADO EM PO  -NESCAU -370 GR,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7891962056500,BISCOITO C/ CHOCOLATE CHOCO BISCUIT  -BAUDUCCO -80 GR,3.33,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7896104802830,DOCE DE FRUTAS  -RITTER -400 GR,10.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,5,7896275940577,HAMBURGUER CARNE BOVINA  -FRIMESA -672 GR,24.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,7,7896098905906,SABÃO EM BARRAS -YPE -900 GR,25.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7898171400025,FEIJÃO CARIOCA  -PÉ VERMELHO -1 KG,7.98,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,1,7898646561336,CHÁ SABORES -CHA DA SERRA -10 GR,6.69,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7898215151982,CREME DE LEITE ZERO LACTOSE -PIRACANJUBA -200 GR,4.99,0.00,0,0.00,0.00"
"2023-11-08,104,Festval,Rua Professor Álvaro Jorge 75 - Vila Izabel - Curitiba/PR,2,7898215151999,LEITE CONDENSADO ZERO LACTOSE -PIRACANJUBA -395 GR,4.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111111,AÇÚCAR CRISTAL  -( + ) BARATO -5 KG,21.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111112,AÇÚCAR REFINADO  -( + ) BARATO -1 KG,4.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111113,AÇÚCAR REFINADO -( + ) BARATO -5 KG,20.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111114,AGUA MINERAL -( + ) BARATO -1,5 LITRO,2.25,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111115,ARROZ PARBOILIZADO  -( + ) BARATO -1 KG,4.59,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111116,ARROZ PARBOILIZADO -( + ) BARATO -5 KG,23.95,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111117,ARROZ POLIDO  -( + ) BARATO -1 KG,3.85,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111118,ARROZ POLIDO -( + ) BARATO -5 KG,23.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111132,BISCOITO SORTIDO  -( + ) BARATO -350 GR,8.79,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111133,CAFE SOLÚVEL GRANULADO  -( + ) BARATO -50 GR,2.89,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111134,CAFE VÁCUO  -( + ) BARATO -500 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111138,ERVA MATE  -( + ) BARATO -1 KG,9.25,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111146,FARINHA DE TRIGO  -( + ) BARATO -1 KG,3.89,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111147,FARINHA DE TRIGO -( + ) BARATO -5 KG,15.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111149,FEIJÃO CARIOCA -( + ) BARATO -1 KG,6.19,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111150,FEIJÃO PRETO  -( + ) BARATO -1 KG,7.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111152,FERMENTO BIOLÓGICO  -( + ) BARATO -10 GR,2.19,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111155,GELEIA DE FRUTA  -( + ) BARATO -230 GR,25.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111159,LEITE DE COCO  -( + ) BARATO -200 ML,3.49,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111161,LEITE LONGA VIDA DESNATADO  -( + ) BARATO -1 LITRO,4.69,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111162,LEITE LONGA VIDA INTEGRAL  -( + ) BARATO -1 LITRO,3.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,1,111174,SAL REFINADO  -( + ) BARATO -1 KG,1.85,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,3,333331,AÇÚCAR MASCAVO  -( + ) BARATO -1 KG,6.65,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555551,ALMONDEGA BOVINA CONGELADA -( + ) BARATO -1 KG,30.27,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555554,CARNE BOVINA ALCATRA COM MAMINHA S/ OSSO -( + ) BARATO -1 KG,45.50,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555555,CARNE BOVINA ALCATRA S/ OSSO (PEDAÇO) -( + ) BARATO -1 KG,56.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555557,CARNE BOVINA CONTRA FILE S/ OSSO -( + ) BARATO -1 KG,52.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555558,CARNE BOVINA COSTELA PONTA -( + ) BARATO -1 KG,36.50,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555561,CARNE BOVINA FILE MIGNON S/ OSSO -( + ) BARATO -1 KG,27.50,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555562,CARNE BOVINA FRALDINHA S/ OSSO -( + ) BARATO -1 KG,32.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555563,CARNE BOVINA MOÍDA DE 1º  -( + ) BARATO -1 KG,39.18,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555564,CARNE BOVINA MUSCULO C/ OSSO -( + ) BARATO -1 KG,25.95,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555565,CARNE BOVINA PATINHO S/ OSSO ( PEDAÇO ) -( + ) BARATO -1 KG,33.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555566,CARNE BOVINA PICANHA -( + ) BARATO -1 KG,83.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555569,CORAÇÃO DE GALINHA -( + ) BARATO -1 KG,23.55,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555572,COXINHAS DA ASA CONGELADA  -( + ) BARATO -1 KG,12.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555574,FILÉ DE PEITO DE FRANGO S/OSSO  -( + ) BARATO -1 KG,15.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555575,FRANGO CONGELADO  -( + ) BARATO -1 KG,13.55,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555579,LINGUIÇA TOSCANA CONGELADO  -( + ) BARATO -1 KG,12.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555581,MORTADELA -( + ) BARATO -500 GR,6.95,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555585,PRESUNTO COZIDO FATIADO  -( + ) BARATO -200 GR,9.35,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,5,555588,SALSICHA TIPO VIENA  -( + ) BARATO -500 GR,17.55,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,6,666669,SABONETE -( + ) BARATO -90 GR,2.85,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,7,777772,CERA LIQUIDA  -( + ) BARATO -750 ML,20.90,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,7,777773,ESPONJA DE LÃ DE AÇO -( + ) BARATO -60 GR,3.35,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888881,ABACATE -1 KG,7.89,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888882,ABACAXI PEROLA -1 UN,7.65,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888885,ABOBORA MORANGA -1 KG,2.95,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888886,ABOBRINHA VERDE -1 KG,5.59,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888890,ALFACE CRESPA -1 PC/UN,9.15,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888891,ALFACE LISA -1 PC/UN,9.15,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888892,ALHO A GRANEL ATENÇÃO -100 GR,2.19,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888893,AMEIXA VERMELHA -1 KG,18.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888894,BANANA CATURRA -1 KG,4.99,0.00,0,0.00,0.00"
"2023-11-08,103,Angeloni,Av. Rep. Argentina, 900 - Curitiba/PR,8,888898,BATATA DOCE -1 KG,14.99,0.00,0,0.00,0.00"
